opencl_init_ms,9.156
data_prep_ms,30.058
morton_code_ms,0.633
radix_sort_ms,11.496
hierarchy_ms,8.292
bbox_propagation_ms,4.003
total_construction_ms,63.646
total_rays,92160000
avg_box_tests_per_ray,37.767
avg_prim_tests_per_ray,2.902
