opencl_init_ms,200.312
data_prep_ms,6.453
morton_code_ms,0.166
radix_sort_ms,0.512
hierarchy_ms,0.345
bbox_propagation_ms,0.234
total_construction_ms,208.026
total_rays,92160000
avg_box_tests_per_ray,11.003
avg_prim_tests_per_ray,0.556
