opencl_init_ms,86.651
data_prep_ms,2575.457
morton_code_ms,8.189
radix_sort_ms,141.000
hierarchy_ms,131.631
bbox_propagation_ms,66.022
total_construction_ms,3008.953
total_rays,92160000
avg_box_tests_per_ray,48.561
avg_prim_tests_per_ray,1.084
